id;display_order;EventID;Date_Maybe;Date_Stage;Stage_Short;季節;大約日期;地點;事件名稱;事件分類;神學主題;耶穌品格;焦點;福音中心;經文總覽;經文_太;經文_可;經文_路;經文_約;經文狀態;合參原則;年代確信度;順序確信度;資料類型;事件分類_五大精分;分類依據_研究級;教導_主題_研究級;事件分類_研究級_細分;教導_天國_二級主題;比喻_二級主題;神蹟_二級主題;事件分類_研究級_終版;示範_二級主題;智慧_二級主題;幽默_二級主題;事件分類_研究級_終極;分類_Tags;新約串珠;新約串珠_理由;新約串珠_事件級;新約串珠_事件級_結論;主題索引_研究級;舊約彌賽亞串珠;舊約經文引用_耶穌;人事時地物預表;舊約經文引用_耶穌_擴充;人事時地物預表_一級;人事時地物預表_二級;使用者痛點標籤;一句帶走的話;使用者痛點_主要;使用者痛點_次要;福音中心_微型敘事;福音中心_old
255;47;E-047;0028-11;;Galilee · Forming;夏;約 西元 28 年;八福山;登山寶訓(2):光與鹽;;影響力;權柄、真理、洞察;世上的光;【登山寶訓(2):光與鹽】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 5:13-16;Mt 5:13-16;;;;經文明載;福音書順序;中;高;事件;教導>講道/登山寶訓;;天國/福音;;天國價值;;;;;;;;;提前 6:6-10, 17-19；林後 9:6-11；腓 4:11-13, 19；來 13:5-6；雅 5:1-5｜共同點：財富是試金石；書信與耶穌一致呼召人以知足、慷慨與倚靠神來勝過貪婪。;理由：①本事件挑戰「財富與安全感」；②書信以知足、慷慨與倚靠神來對抗貪婪；③共同信息：錢是試金石，門徒以天國價值重新排序。;羅 12:1-2, 9-21；加 5:13-26；雅 1:22-27;共同點：登山寶訓的倫理在書信中被具體化：心意更新、在愛中行事、把聽見的道落成行動。;天國門徒生活（綜合）;;;;出 20:13-17；利 19:18；申 24:1；出 21:24；利 24:20;;;身份困惑;你還沒開口，祂已先靠近你。（E-047）;身份困惑;匱乏／無力;【登山寶訓(2):光與鹽】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。
256;48;E-048;0028-12;;Galilee · Forming;夏;約 西元 28 年;八福山;登山寶訓(3):成全律法;;義;權柄、真理、洞察;成全;【登山寶訓(3):成全律法】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 5:17-20;Mt 5:17-20;;;;經文明載;福音書順序;中;高;事件;教導>講道/登山寶訓;;天國/福音;;天國倫理;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；雅 1:22-27;共同點：登山寶訓的倫理在書信中被具體化：心意更新、在愛中行事、把聽見的道落成行動。;天國門徒生活（綜合）;;出 20:13-17;出 20;出 20:13-17；利 19:18；申 24:1；出 21:24；利 24:20;制度;律法/成全而非廢掉;身份困惑;你還沒開口，祂已先靠近你。（E-048）;身份困惑;匱乏／無力;【登山寶訓(3):成全律法】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。
257;49;E-049;0029-01;;Galilee · Peak;夏;約 西元 28 年;八福山;登山寶訓(4):古人說與我說;;內心;權柄、真理、洞察;愛仇敵;【登山寶訓(4):古人說與我說】 耶穌在『金錢/財富/管家』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 5:21-48;Mt 5:21-48;;;;經文明載;福音書順序;中;高;事件;教導>講道/登山寶訓;;金錢/財富/管家;;;;;;;;;;;提前 6:6-10, 17-19；林後 9:6-11；腓 4:11-13, 19；來 13:5-6；雅 5:1-5｜共同點：財富是試金石；書信與耶穌一致呼召人以知足、慷慨與倚靠神來勝過貪婪。;理由：①本事件挑戰「財富與安全感」；②書信以知足、慷慨與倚靠神來對抗貪婪；③共同信息：錢是試金石，門徒以天國價值重新排序。;羅 12:1-2, 9-21；加 5:13-26；雅 1:22-27;共同點：登山寶訓的倫理在書信中被具體化：心意更新、在愛中行事、把聽見的道落成行動。;天國門徒生活（綜合）;;;;出 20:13-17；利 19:18；申 24:1；出 21:24；利 24:20;;;身份困惑;你還沒開口，祂已先靠近你。（E-049）;身份困惑;匱乏／無力;【登山寶訓(4):古人說與我說】 耶穌在『金錢/財富/管家』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。
258;50;E-050;0029-02;;Galilee · Peak;夏;約 西元 28 年;八福山;登山寶訓(5):施捨與禱告;;虔誠;權柄、真理、洞察;暗中查看;【登山寶訓(5):施捨與禱告】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 6:1-18;Mt 6:1-18;;;;經文明載;福音書順序;中;高;事件;教導>講道/登山寶訓;;禱告/聖靈/敬拜;;;;;;禱告/靈修;;;;示範>身教;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27｜共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;理由：①本事件把人帶進「與父相交」的禱告生活；②書信教導在患難中禱告、聖靈幫助軟弱；③共同信息：禱告不是技巧，而是把焦慮交託、在靈裡得能力。;帖前 5:16-18；腓 4:6-7；弗 6:18;共同點：耶穌教導禱告的節奏；書信把它落實為常常喜樂、凡事謝恩、在聖靈裡隨時禱告。;禱告／與父相交;;;;出 20:13-17；利 19:18；申 24:1；出 21:24；利 24:20；賽 66:1-2;示範;隱密敬虔/內室禱告;身份困惑;你還沒開口，祂已先靠近你。（E-050）;身份困惑;匱乏／無力;【登山寶訓(5):施捨與禱告】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。
259;76;E-076;0029-03;;Galilee · Peak;夏;約 西元 29 年;馬卡魯斯;施洗約翰被斬;;殉道;同理、耐心、智慧;良心;【施洗約翰被斬】 耶穌在『關係/婚姻/家庭/鄰舍』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 14:1-12 | Mk 6:14-29 | Lk 9:7-9;Mt 14:1-12;Mk 6:14-29;Lk 9:7-9;;經文明載;經文段落連結;中;中;事件;教導>教導;;關係/婚姻/家庭/鄰舍;;;;;;;;;;;林前 13:4-8；羅 13:8-10；弗 4:32-5:2；西 3:12-14；約壹 4:7-12｜共同點：新約作者把耶穌的愛與饒恕具體化：以基督先愛為根基，活出赦免、忍耐與彼此相愛。;理由：①本事件以愛與饒恕為核心命令；②書信把愛定義為福音的中心實踐（彼此相愛、以恩慈饒恕）；③共同信息：先被愛的人，才能活出愛。;林前 13:4-8；羅 13:8-10；弗 4:32-5:2；西 3:12-14；約壹 4:7-12;共同點：新約作者把耶穌的愛與饒恕具體化：以基督先愛為根基，活出赦免、忍耐與彼此相愛。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-076）;身份困惑;匱乏／無力;【施洗約翰被斬】 耶穌在『關係/婚姻/家庭/鄰舍』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。
260;77;E-077;0029-04;;Galilee · Peak;夏;約 西元 29 年;伯賽大;五餅二魚;;供應;憐憫、供應、牧養;滿足;曠野缺乏裡，耶穌擘餅分給眾人：祂先顧你的飢餓，叫你相信天父會供應。;Mt 14:13-21 | Mk 6:30-44 | Lk 9:10-17 | Jn 6:1-15;Mt 14:13-21;Mk 6:30-44;Lk 9:10-17;Jn 6:1-15;經文明載;節期標記;高;高;事件;神蹟>介入自然/超自然記號;;;;;;醫治-身體;;;;;;;雅 5:14-16；來 2:3-4；林前 12:4-11；加 3:5；羅 15:18-19｜共同點：神蹟不是表演，而是神國臨到的記號；書信把醫治與恩賜放回『建造與見證』的目的。;理由：①本事件是「神國臨到的記號」：醫治/能力顯明；②書信談恩賜與醫治是為建造教會與見證福音；③共同信息：神蹟指向神的憐憫與國度，不是表演。;林後 9:8-11；腓 4:19；來 13:5-6;共同點：耶穌在缺乏中供應；書信宣告神能使人充足並有餘分享，呼召知足與慷慨。;神國能力／記號;"【M】[彌賽亞預言] 出 16:4-15; 王下 4:42-44; 詩 78:24-25; 賽 55:1-2";;出 16；申 8:3;;事件/物件;嗎哪/生命之糧;匱乏／無力;你只看到不夠，祂已開始分給你。;匱乏／無力;身份困惑;曠野缺乏裡，耶穌擘餅分給眾人：祂先顧你的飢餓，叫你相信天父會供應。;耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。
261;78;E-078;0029-04;;Galilee · Peak;夏;約 西元 29 年;加利利海;耶穌履海;;神性;同理、耐心、智慧;是我不要怕;黑夜與浪把人困住，耶穌踏浪而來：你不必先穩住自己，先抓住來找你的主。;Mt 14:22-33 | Mk 6:45-52 | Jn 6:16-21;Mt 14:22-33;Mk 6:45-52;;Jn 6:16-21;經文明載;經文段落連結;高;高;事件;神蹟>介入自然/超自然記號;;;;;;自然權柄;;;;;;;雅 5:14-16；來 2:3-4；林前 12:4-11；加 3:5；羅 15:18-19｜共同點：神蹟不是表演，而是神國臨到的記號；書信把醫治與恩賜放回『建造與見證』的目的。;理由：①本事件是「神國臨到的記號」：醫治/能力顯明；②書信談恩賜與醫治是為建造教會與見證福音；③共同信息：神蹟指向神的憐憫與國度，不是表演。;羅 8:38-39；腓 4:6-7；來 13:5-6;共同點：耶穌在混亂中帶來平安；書信呼應：在患難中不被隔絕於神的愛，憂慮轉為禱告而得平安。;神國能力／記號;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;焦慮／恐懼;你困在黑夜，祂踏浪來找你。;焦慮／恐懼;匱乏／無力;黑夜與浪把人困住，耶穌踏浪而來：你不必先穩住自己，先抓住來找你的主。;這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。
262;79;E-079;0029-04;;Galilee · Peak;夏;約 西元 29 年;革尼撒勒;革尼撒勒的醫治;;憐憫;憐憫、權柄、溫柔;觸摸衣裳繸子;【革尼撒勒的醫治】 在破碎處境裡，耶穌先介入再說教：神國的愛是具體的醫治與恢復，叫你重新有盼望。;Mt 14:34-36 | Mk 6:53-56;Mt 14:34-36;Mk 6:53-56;;;經文明載;經文段落連結;低;中;事件;神蹟>醫治;;;;;;醫治-身體;;;;;;;雅 5:14-16；來 2:3-4；林前 12:4-11；加 3:5；羅 15:18-19｜共同點：神蹟不是表演，而是神國臨到的記號；書信把醫治與恩賜放回『建造與見證』的目的。;理由：①本事件是「神國臨到的記號」：醫治/能力顯明；②書信談恩賜與醫治是為建造教會與見證福音；③共同信息：神蹟指向神的憐憫與國度，不是表演。;雅 5:14-16；來 4:16；林後 1:3-4;共同點：耶穌憐憫醫治；書信鼓勵在病痛中彼此代求、坦然到施恩座，並以神的安慰扶持受苦者。;神國能力／記號;"【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5";;利 14；賽 35:5-6;;制度;潔淨禮/成全潔淨;身份困惑;祂先介入你的現場，再重寫你的信心。（E-079）;身份困惑;匱乏／無力;【革尼撒勒的醫治】 在破碎處境裡，耶穌先介入再說教：神國的愛是具體的醫治與恢復，叫你重新有盼望。;耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。
263;80;E-080;0029-04;;Galilee · Peak;夏;約 西元 29 年;迦百農;生命的糧講論;;永生;智慧、勇氣、真理;吃我肉喝我血;【生命的糧講論】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Jn 6:22-71;;;;Jn 6:22-71;經文明載;福音書順序;高;高;事件;教導>教導;;身份/基督論/救恩;;;;;;;;;;;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2｜共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;理由：①本事件的核心真理是「身份由神宣告/更新」；②書信把同一真理表述為「在基督裡得兒子名分/新造的人」；③因此信徒的安全感根基不在表現，而在神的收納與同在。;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2;共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-080）;身份困惑;匱乏／無力;【生命的糧講論】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。
264;51;E-051;0029-04;;Galilee · Peak;夏;約 西元 28 年;八福山;登山寶訓(6):財寶與憂慮;;價值;權柄、真理、洞察;事奉二主;【登山寶訓(6):財寶與憂慮】 耶穌在『金錢/財富/管家』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 6:19-34;Mt 6:19-34;;;;經文明載;福音書順序;中;高;事件;教導>講道/登山寶訓;;金錢/財富/管家;;;;;;;;;;;提前 6:6-10, 17-19；林後 9:6-11；腓 4:11-13, 19；來 13:5-6；雅 5:1-5｜共同點：財富是試金石；書信與耶穌一致呼召人以知足、慷慨與倚靠神來勝過貪婪。;理由：①本事件挑戰「財富與安全感」；②書信以知足、慷慨與倚靠神來對抗貪婪；③共同信息：錢是試金石，門徒以天國價值重新排序。;羅 12:1-2, 9-21；加 5:13-26；雅 1:22-27;共同點：登山寶訓的倫理在書信中被具體化：心意更新、在愛中行事、把聽見的道落成行動。;天國門徒生活（綜合）;;;;出 20:13-17；利 19:18；申 24:1；出 21:24；利 24:20;;;焦慮／恐懼;你怕得要命時，祂仍在船上。（E-051）;焦慮／恐懼;身份困惑;【登山寶訓(6):財寶與憂慮】 耶穌在『金錢/財富/管家』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;教導把真理放進人的日常，指出真正的自由來自與耶穌連結；救恩不是靠知識累積，因為祂已把我們帶進新身份。
265;52;E-052;0029-04;;Galilee · Peak;夏;約 西元 28 年;八福山;登山寶訓(7):論斷與祈求;;關係;權柄、真理、洞察;梁木與刺;【登山寶訓(7):論斷與祈求】 耶穌用比喻拆掉你的自我合理化：福音不是更高KPI，而是被恩典抓住後，活出天國的反轉。;Mt 7:1-12;Mt 7:1-12;;;;經文明載;福音書順序;中;高;事件;幽默>誇張比喻/反差;;;;;比喻綜合;;;;;生活化幽默;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；雅 1:22-27;共同點：登山寶訓的倫理在書信中被具體化：心意更新、在愛中行事、把聽見的道落成行動。;天國門徒生活（綜合）;;;;出 20:13-17；利 19:18；申 24:1；出 21:24；利 24:20;;;匱乏／無力;祂用故事拆掉你的自義，留下恩典。（E-052）;匱乏／無力;身份困惑;【登山寶訓(7):論斷與祈求】 耶穌用比喻拆掉你的自我合理化：福音不是更高KPI，而是被恩典抓住後，活出天國的反轉。;國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。
266;53;E-053;0029-05;;Galilee · Peak;夏;約 西元 28 年;八福山;登山寶訓(8):兩條路與根基;;審判;權柄、真理、洞察;認識神;【登山寶訓(8):兩條路與根基】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 7:13-29 | Lk 6:37-49;Mt 7:13-29;;Lk 6:37-49;;經文明載;福音書順序;中;高;事件;教導>講道/登山寶訓;;天國/福音;;天國倫理;;;;;;;;;羅 12:1-2, 9-21；加 5:13-26；弗 4:17-5:2；雅 1:22-27；彼前 2:11-12｜共同點：天國倫理在新約書信中被展開為『更新的生命樣式』：以愛、聖潔與真實行動回應福音。;理由：①本事件要求「天國倫理」：愛、聖潔、真實行動；②書信將其展開成「心意更新、活祭、聖靈結出果子」；③共同信息：倫理不是自我修行，而是福音結果。;羅 12:1-2, 9-21；加 5:13-26；雅 1:22-27;共同點：登山寶訓的倫理在書信中被具體化：心意更新、在愛中行事、把聽見的道落成行動。;天國門徒生活（綜合）;;;;出 20:13-17；利 19:18；申 24:1；出 21:24；利 24:20;;;身份困惑;你還沒開口，祂已先靠近你。（E-053）;身份困惑;匱乏／無力;【登山寶訓(8):兩條路與根基】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。
267;54;E-054;0029-05;;Galilee · Peak;夏;約 西元 28 年;迦百農;醫治百夫長僕人;;信心;憐憫、權柄、溫柔;權柄話語;【醫治百夫長僕人】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 8:5-13 | Lk 7:1-10;Mt 8:5-13;;Lk 7:1-10;;經文明載;合參移位 (馬太主題編排);中;中;事件;教導>教導;;天國/福音;;天國宣告;;;;;;;;;羅 3:21-26；弗 2:8-10；多 3:4-7；林後 5:21；來 10:10-14｜共同點：救恩根基在恩典與代贖，人的回應是信靠與跟隨，不是自我加分。;理由：①本事件凸顯「恩典先行、赦罪與和好」；②保羅/希伯來書以「因信稱義、基督代贖一次成就」說明同一核心；③所以回應不是自救，而是信靠並進入新生活。;雅 5:14-16；來 4:16；林後 1:3-4;共同點：耶穌憐憫醫治；書信鼓勵在病痛中彼此代求、坦然到施恩座，並以神的安慰扶持受苦者。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5";;利 14；賽 35:5-6;;制度;潔淨禮/成全潔淨;身份困惑;你還沒開口，祂已先靠近你。（E-054）;身份困惑;匱乏／無力;【醫治百夫長僕人】 耶穌在『天國/福音』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。
268;55;E-055;0029-05;;Galilee · Peak;夏;約 西元 28 年;拿因;拿因城寡婦之子復活;;生命;大能、盼望、信實;憐憫;人以為故事結束在墳墓，神卻把石頭挪開：復活不是結局而已，是今天新生命的起點。（E-055）;Lk 7:11-17;;;Lk 7:11-17;;經文明載;福音書順序;中;中;事件;神蹟>使死人復活;;;;;;復活/生命權柄;;;;;;;林前 15:20-22, 50-58；羅 6:4-5；彼前 1:3-5；腓 3:10-11；來 2:14-15｜共同點：復活不是只關於將來，也是現在的新生命動力；死亡的權勢已被基督破除。;理由：①本事件宣告「死亡被打破、生命更新」；②書信把復活視為信徒新生命與將來盼望的根據；③共同信息：復活不只是結局，也是今天能活出新生命的動力。;林前 15:20-22；羅 6:4-5；彼前 1:3-5;共同點：耶穌顯明對死亡的權柄；書信以復活作信仰支點：新生命已開始，將來復活有確據。;復活／終末盼望;"【M】[彌賽亞預言] 詩 16:10; 何 6:2; 賽 25:8";;王上 17;;人物;以利亞/先知復活預表;失去／哀傷;祂先介入你的現場，再重寫你的信心。（E-055）;失去／哀傷;焦慮／恐懼;人以為故事結束在墳墓，神卻把石頭挪開：復活不是結局而已，是今天新生命的起點。（E-055）;在顯現與重建裡，復活主先恢復破碎者，顯明救恩不被人的失敗取消；因此悔改不是回到原點，而是被帶進新起點。
269;56;E-056;0029-05;;Galilee · Peak;夏;約 西元 28 年;監獄;施洗約翰的疑問;;信心;同理、耐心、智慧;不跌倒;【施洗約翰的疑問】 耶穌在『信心/懼怕/疑惑』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 11:2-19 | Lk 7:18-35;Mt 11:2-19;;Lk 7:18-35;;經文明載;經文段落連結;低;中;事件;教導>教導;;信心/懼怕/疑惑;;;;;;;;;;;羅 8:15；腓 4:6-7；來 4:16；彼前 5:7-10；來 11:1-6｜共同點：信心不是否認風浪，而是在恐懼中轉向神的同在與應許，得著勇氣與持守。;理由：①本事件面對恐懼/疑惑，邀請轉向信靠；②書信以「把憂慮交託、坦然無懼來到施恩座前」呼應；③共同信息：信心是在風浪裡抓住神的同在與應許。;羅 8:15；腓 4:6-7；來 4:16；彼前 5:7-10；來 11:1-6;共同點：信心不是否認風浪，而是在恐懼中轉向神的同在與應許，得著勇氣與持守。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-056）;身份困惑;匱乏／無力;【施洗約翰的疑問】 耶穌在『信心/懼怕/疑惑』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。
270;57;E-057;0029-06;;Galilee · Peak;夏;約 西元 28 年;加利利;哥拉汛禍哉與安息的軛;;呼召;同理、耐心、智慧;柔和謙卑;【哥拉汛禍哉與安息的軛】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 11:20-30;Mt 11:20-30;;;;經文明載;經文段落連結;低;中;事件;教導>教導;;身份/基督論/救恩;;;;;;;;;;;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2｜共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;理由：①本事件的核心真理是「身份由神宣告/更新」；②書信把同一真理表述為「在基督裡得兒子名分/新造的人」；③因此信徒的安全感根基不在表現，而在神的收納與同在。;羅 8:1-17；林後 5:17；加 2:20；弗 1:3-14；約壹 3:1-2;共同點：在基督裡的新身分不是靠表現，而是因神的揀選、更新與收納。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-057）;身份困惑;匱乏／無力;【哥拉汛禍哉與安息的軛】 耶穌在『身份/基督論/救恩』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
271;58;E-058;0029-06;;Galilee · Peak;夏;約 西元 28 年;西門家;有罪女人膏主;;赦免;同理、耐心、智慧;愛多赦多;【有罪女人膏主】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;Lk 7:36-50;;;Lk 7:36-50;;經文明載;經文段落連結;中;中;事件;示範>饒恕;;;;;;;;愛與接納的行動;;;;;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25｜共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;理由：①本事件聚焦門徒被呼召/被塑造/被差遣；②書信談「建造成長、彼此成全、傳承真道」；③共同信息：門徒訓練是群體工程，不是單兵信仰。;弗 4:11-16；西 3:12-17；提後 2:1-2；彼前 4:7-11；來 10:24-25;共同點：門徒不是個人修行，而是被建造成群體，在愛中成長、彼此成全、持續傳承。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;羞恥／罪咎;祂不是說給你聽，祂做給你看。（E-058）;羞恥／罪咎;身份困惑;【有罪女人膏主】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。
272;59;E-059;0029-06;;Galilee · Peak;夏;約 西元 28 年;加利利;婦女們的供給;;服事;同理、耐心、智慧;奉獻;【婦女們的供給】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;Lk 8:1-3;;;Lk 8:1-3;;經文明載;經文段落連結;低;中;事件;示範>服事/謙卑;;;;;;;;愛與接納的行動;;;;;腓 2:5-11；可參：彼前 5:5-6；雅 4:6-10；羅 15:1-3；西 3:23-24｜共同點：耶穌的『降卑服事』在書信中成為門徒範式：不爭位、願承擔、以他人益處為念。;理由：①本事件透過服事/降卑示範天國路徑；②書信以「基督的心」呼召群體放下爭競、看別人比自己強；③共同信息：領導力的真實是願意成為僕人。;腓 2:5-11；可參：彼前 5:5-6；雅 4:6-10；羅 15:1-3；西 3:23-24;共同點：耶穌的『降卑服事』在書信中成為門徒範式：不爭位、願承擔、以他人益處為念。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;祂不是說給你聽，祂做給你看。（E-059）;身份困惑;匱乏／無力;【婦女們的供給】 耶穌用行動示範天國：不是表演敬虔，而是把愛落地，讓你看見『跟隨』可以長什麼樣子。;在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。
273;60;E-060;0029-06;;Galilee · Peak;夏;約 西元 28 年;屋內;褻瀆聖靈與別西卜爭議;;屬靈爭戰;同理、耐心、智慧;聖靈工作;【褻瀆聖靈與別西卜爭議】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;Mt 12:22-37 | Mk 3:20-30 | Lk 11:14-23;Mt 12:22-37;Mk 3:20-30;Lk 11:14-23;;經文明載;經文段落連結;中;中;事件;教導>教導;;禱告/聖靈/敬拜;;;;;;;;;;;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27｜共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;理由：①本事件把人帶進「與父相交」的禱告生活；②書信教導在患難中禱告、聖靈幫助軟弱；③共同信息：禱告不是技巧，而是把焦慮交託、在靈裡得能力。;腓 4:6-7；帖前 5:16-18；弗 6:18；雅 5:13-16；羅 8:26-27;共同點：禱告是與神同工的呼吸；聖靈扶持人的軟弱，使信徒在患難中得平安與堅忍。;天國門徒生活（綜合）;"【M】[彌賽亞預言] 創 12:3; 詩 23:3";;;;;;身份困惑;你還沒開口，祂已先靠近你。（E-060）;身份困惑;匱乏／無力;【褻瀆聖靈與別西卜爭議】 耶穌在『禱告/聖靈/敬拜』上不只是給答案，乃是把你帶回父的心意：在祂裡面被愛而得自由。;衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。
